movie_id,avg_sentiment,median_sentiment,std_sentiment,max_sentiment,min_sentiment,positive_percentage,negative_percentage,sentiment_skew,engagement_level,revenue
500899,1.7,2.0,1.5524174696260025,4,0,20.0,70.0,0.186030295425302,0.2,386166
874355,1.65,2.0,1.6515144564913744,4,0,25.0,70.0,0.3011984213938959,0.2,123833
186,2.05,2.0,1.6271140095272982,4,0,30.0,55.00000000000001,-0.0806098849372717,0.2,56300000
43943,2.3529411764705883,3.0,1.678275602080836,4,0,41.17647058823529,47.05882352941176,-0.4162077698705201,0.17,801206
270487,2.55,3.0,1.3592277219068185,4,0,35.0,45.0,-0.4638270241476789,0.2,63647656
427900,1.7,1.0,1.6155494421403511,4,0,25.0,65.0,0.3500463846096148,0.2,27020284
1032425,4.0,4.0,0.0,4,4,100.0,0.0,,0.01,970119
22804,1.8,2.0,1.3638181696985858,4,0,20.0,80.0,0.2459887090680764,0.2,69752402
4520,2.5384615384615383,2.0,1.1512791959304434,4,0,30.76923076923077,61.53846153846154,-0.2451883268437641,0.13,342835
295699,1.6666666666666667,2.0,1.247219128924647,3,0,0.0,66.66666666666666,-0.3818017741606064,0.03,3400278
111969,2.6315789473684212,3.0,1.3845206776806216,4,0,36.84210526315789,42.10526315789473,-0.7495188663153084,0.19,81071
9397,1.75,2.0,1.0897247358851685,3,0,0.0,75.0,-0.6520236646847545,0.04,98376292
298618,2.05,2.0,1.4309088021254186,4,0,20.0,60.0,-0.1902016199473465,0.2,271333313
13825,1.8,2.0,1.4,4,0,15.0,65.0,0.1399416909620991,0.2,558000
365942,2.9,4.0,1.374772708486752,4,0,55.00000000000001,40.0,-0.8590164568020016,0.2,14793385
107846,2.2,2.0,1.6911534525287764,4,0,40.0,55.00000000000001,-0.1910393894733963,0.2,137328301
758009,2.55,2.5,1.532155344604456,4,0,45.0,50.0,-0.553210114660164,0.2,4495365
231,2.75,3.5,1.6393596310755,4,0,50.0,25.0,-0.957549162553564,0.04,93974620
396940,1.6,1.0,1.7146428199482249,4,0,30.0,70.0,0.4546671922950308,0.2,33109
449664,0.9,0.0,1.3379088160259651,4,0,10.0,85.0,1.3103080005897063,0.2,1870824
542224,2.05,2.0,1.3592277219068187,4,0,20.0,65.0,-0.0904955494634554,0.2,22304357
57353,1.75,2.0,1.6695807857064,4,0,30.0,70.0,0.2699316197204741,0.2,65708
242310,2.55,3.5,1.6575584454250776,4,0,50.0,45.0,-0.5818329994116709,0.2,2424381
10559,3.0,3.0,0.0,3,3,0.0,0.0,,0.01,68106245
8780,2.4,2.0,1.392838827718412,4,0,35.0,60.0,-0.2931045678480661,0.2,64400000
545611,1.1,0.0,1.5132745950421558,4,0,15.0,80.0,0.955734150527186,0.2,139200000
2024,1.3333333333333333,0.0,1.8856180831641267,4,0,33.33333333333333,66.66666666666666,0.7071067811865478,0.03,215294342
332979,2.0,2.0,1.4832396974191326,4,0,25.0,65.0,0.0,0.2,6174491
644831,2.55,2.0,1.3592277219068185,4,0,40.0,55.00000000000001,-0.3443609522487273,0.2,964832
17483,2.65,3.5,1.5898113095584645,4,0,50.0,40.0,-0.6851866638946807,0.2,142666
263115,2.45,2.0,1.4309088021254184,4,0,40.0,55.00000000000001,-0.2065850703869571,0.2,619021436
84329,1.8333333333333333,2.5,1.3437096247164249,3,0,0.0,50.0,-0.5190376585886876,0.06,3325038
351819,2.15,2.0,1.3143439428094916,4,0,20.0,65.0,-0.2777986782894687,0.2,21164799
76726,1.95,2.0,1.4309088021254186,4,0,20.0,65.0,-0.0145915105477776,0.2,145000000
10316,2.1,2.0,1.57797338380595,4,0,35.0,65.0,-0.0122163710944478,0.2,76338111
13991,2.25,2.0,1.479019945774904,4,0,30.0,55.00000000000001,-0.2491997688228083,0.2,6265483
55787,2.4,3.5,1.772004514666935,4,0,50.0,45.0,-0.4011434618784328,0.2,117094902
388399,2.35,3.0,1.6815171720800235,4,0,40.0,45.0,-0.4336427429586725,0.2,50548152
31299,2.3,2.0,1.417744687875783,4,0,30.0,55.00000000000001,-0.2231839859134666,0.2,767567
22832,2.7,3.0,1.3820274961085257,4,0,40.0,40.0,-0.816010314031349,0.2,61601280
503,2.0,2.0,1.5811388300841898,4,0,30.0,65.0,0.0,0.2,181700000
44754,2.375,2.0,1.4086784586980805,4,0,31.25,56.25,-0.4150313122780878,0.16,46495
272,2.45,2.5,1.5644487847162014,4,0,45.0,50.0,-0.299099887537571,0.2,374218673
11007,1.8333333333333333,2.0,0.8975274678557507,3,0,0.0,83.33333333333334,-1.050139153828845,0.06,190212113
631143,4.0,4.0,0.0,4,4,100.0,0.0,,0.02,101346
12403,2.5,3.0,1.3601470508735445,4,0,30.0,45.0,-0.596119963859844,0.2,22852638
381283,2.25,2.0,1.7284386017443605,4,0,45.0,55.00000000000001,-0.2142354878302213,0.2,44516999
325348,1.9,2.0,1.3379088160259651,4,0,15.0,70.0,-0.0676449637015715,0.2,16810562
20764,1.7,2.0,1.2288205727444508,4,0,10.0,80.0,0.1002414922724737,0.2,107559
616584,2.25,2.0,1.6393596310755,4,0,40.0,55.00000000000001,-0.2000213806223,0.2,359377
614917,2.111111111111111,3.0,1.5947444549341472,4,0,22.22222222222222,44.44444444444444,-0.346337187686707,0.09,39400000
37430,1.9,2.0,1.729161646579058,4,0,35.0,65.0,0.0963213498726381,0.2,63523283
444149,1.65,2.0,1.3143439428094914,4,0,10.0,75.0,0.1351006651847717,0.2,426290
13374,3.15,4.0,1.3143439428094914,4,0,65.0,30.0,-1.334820997583524,0.2,27645491
693827,2.15,2.0,1.620956507744733,4,0,35.0,60.0,-0.1727492552439385,0.2,136579
4141,2.05,2.0,1.5960889699512368,4,0,35.0,65.0,0.0658503655980061,0.2,26800000
203739,1.85,1.5,1.6209565077447328,4,0,30.0,65.0,0.2431872798082356,0.2,15391979
882569,2.35,2.0,1.5580436450882882,4,0,40.0,55.00000000000001,-0.2754385042263925,0.2,20000000
19904,2.25,2.0,1.5771810295587505,4,0,35.0,55.00000000000001,-0.2628568671267835,0.2,31198531
15749,1.3333333333333333,0.0,1.8856180831641267,4,0,33.33333333333333,66.66666666666666,0.7071067811865478,0.03,498088
